Relation ID,Relation Strings,Test Triple Count,Train Triple Count,Relation Type,MR,MRR,Hits@1,Hits@3,Hits@10
0,/location/country/form_of_government,34,290,M-N,18.5,0.3823356628417969,0.25,0.5,0.5441176470588235
1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,130,369,1-N,919.4076923076923,0.34449310302734376,0.28846153846153844,0.36923076923076925,0.4461538461538462
2,/media_common/netflix_genre/titles,303,311,1-N,754.2953795379537,0.20418697143151815,0.132013201320132,0.22772277227722773,0.3564356435643564
3,/award/award_winner/awards_won./award/award_honor/award_winner,903,300,1-1,2357.705980066445,0.0698817349219507,0.03599114064230343,0.06866002214839424,0.14396456256921372
4,/soccer/football_team/current_roster./sports/sports_team_roster/position,239,382,M-1,281.6506276150628,0.2751296933226007,0.13598326359832635,0.39539748953974896,0.5104602510460251
5,/sports/sports_position/players./soccer/football_roster_position/team,256,341,1-N,310.51953125,0.24428802728652954,0.1015625,0.359375,0.50390625
6,/government/political_district/representatives./government/government_position_held/legislative_sessions,122,395,M-N,14.040983606557377,0.20845852523553568,0.0778688524590164,0.20901639344262296,0.5122950819672131
7,/film/film/starring./film/performance/actor,1086,333,1-1,2743.175414364641,0.05385992847533955,0.03959484346224678,0.056169429097605895,0.08011049723756906
8,/soccer/football_team/current_roster./soccer/football_roster_position/position,239,346,M-1,294.1338912133891,0.26453038937875917,0.12552301255230125,0.3619246861924686,0.5104602510460251
9,/film/actor/film./film/performance/film,1034,391,1-1,2891.9903288201162,0.055721382569067716,0.04206963249516441,0.059961315280464215,0.07736943907156674
10,/award/award_nominated_work/award_nominations./award/award_nomination/award,1067,409,M-1,528.8814432989691,0.07710197470181437,0.02999062792877226,0.07357075913776945,0.16729147141518275
11,/award/award_category/nominees./award/award_nomination/nominated_for,1074,397,1-N,539.1703910614525,0.08734335446490922,0.04143389199255121,0.0856610800744879,0.1713221601489758
12,/organization/membership_organization/members./organization/organization_membership/member,74,386,M-N,32.513513513513516,0.3368077922511745,0.20270270270270271,0.39864864864864863,0.5878378378378378
13,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1674,379,1-1,3049.4498207885304,0.03888085751550599,0.017025089605734768,0.04062126642771804,0.07825567502986858
14,/olympics/olympic_sport/olympic_games_contested,74,346,M-N,10.39864864864865,0.19715703500283732,0.0472972972972973,0.19594594594594594,0.5608108108108109
15,/music/performance_role/regular_performances./music/group_membership/role,274,325,M-N,45.74452554744526,0.0905030382810718,0.025547445255474453,0.06386861313868614,0.20985401459854014
16,/award/award_category/winners./award/award_honor/ceremony,293,375,M-N,96.62798634812286,0.14004817350732587,0.03924914675767918,0.11604095563139932,0.378839590443686
17,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,147,411,M-1,387.4829931972789,0.468255750176047,0.445578231292517,0.47959183673469385,0.5034013605442177
18,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,332,355,1-N,1252.448795180723,0.4072915961943477,0.36596385542168675,0.4457831325301205,0.45933734939759036
