Relation ID,Relation Strings,Test Triple Count,Train Triple Count,Relation Type,MR,MRR,Hits@1,Hits@3,Hits@10
0,/location/country/form_of_government,41,290,M-N,17.195121951219512,0.4102423598126667,0.2804878048780488,0.5121951219512195,0.573170731707317
1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,134,366,1-N,837.5932835820895,0.37109540113762246,0.291044776119403,0.417910447761194,0.5074626865671642
2,/media_common/netflix_genre/titles,286,367,1-N,585.4842657342657,0.24096751713252568,0.1590909090909091,0.2674825174825175,0.4195804195804196
3,/award/award_winner/awards_won./award/award_honor/award_winner,1012,368,1-1,2379.48814229249,0.0747602862331707,0.042490118577075096,0.07509881422924901,0.1383399209486166
4,/soccer/football_team/current_roster./sports/sports_team_roster/position,261,335,M-1,249.727969348659,0.28405641870023646,0.14942528735632185,0.38697318007662834,0.5114942528735632
5,/sports/sports_position/players./soccer/football_roster_position/team,259,358,1-N,224.94208494208493,0.27575901576450895,0.14671814671814673,0.3783783783783784,0.5038610038610039
6,/government/political_district/representatives./government/government_position_held/legislative_sessions,124,351,M-N,16.83467741935484,0.15341844866352697,0.036290322580645164,0.14112903225806453,0.3870967741935484
7,/film/film/starring./film/performance/actor,1060,368,1-1,2245.981603773585,0.05488060285460274,0.03632075471698113,0.06273584905660377,0.0830188679245283
8,/soccer/football_team/current_roster./soccer/football_roster_position/position,258,344,M-1,184.53875968992247,0.28150700413903523,0.14534883720930233,0.39147286821705424,0.5096899224806202
9,/film/actor/film./film/performance/film,1083,331,1-1,2606.944136657433,0.05189982279515993,0.03693444136657433,0.054016620498614956,0.07663896583564174
10,/award/award_nominated_work/award_nominations./award/award_nomination/award,1018,358,M-1,558.5918467583497,0.08196355223889903,0.03732809430255403,0.08005893909626718,0.16895874263261296
11,/award/award_category/nominees./award/award_nomination/nominated_for,1067,359,1-N,585.5660731021555,0.07167923416952832,0.028116213683223992,0.07122774133083412,0.14807872539831302
12,/organization/membership_organization/members./organization/organization_membership/member,93,355,M-N,37.56989247311828,0.2872511340725806,0.13978494623655913,0.3763440860215054,0.5752688172043011
13,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,1790,351,1-1,3091.8994413407822,0.033677609406370025,0.018156424581005588,0.03240223463687151,0.05977653631284916
14,/olympics/olympic_sport/olympic_games_contested,67,375,M-N,11.08955223880597,0.20806634248192632,0.08208955223880597,0.17164179104477612,0.5149253731343284
15,/music/performance_role/regular_performances./music/group_membership/role,285,357,M-N,45.843859649122805,0.09840209693239446,0.031578947368421054,0.07719298245614035,0.21578947368421053
16,/award/award_category/winners./award/award_honor/ceremony,314,362,M-N,202.97133757961782,0.14674306978845292,0.05573248407643312,0.13535031847133758,0.3519108280254777
17,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,154,358,M-1,502.6266233766234,0.4509854007076907,0.42207792207792205,0.474025974025974,0.5
18,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,305,338,1-N,1283.2639344262295,0.39561284800044827,0.3540983606557377,0.4278688524590164,0.4491803278688525
19,/award/award_winning_work/awards_won./award/award_honor/award_winner,333,371,1-1,1429.493993993994,0.232832648016669,0.17267267267267267,0.26426426426426425,0.33783783783783783
20,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1477,353,M-1,503.6140825998646,0.05864160288485951,0.01997291807718348,0.04773188896411645,0.13134732566012186
21,/film/film/language,264,333,M-1,494.71022727272725,0.32018118193655304,0.25757575757575757,0.35795454545454547,0.4393939393939394
22,/music/artist/genre,662,352,M-1,1182.7711480362539,0.09274406663600772,0.0445619335347432,0.09969788519637462,0.18731117824773413
23,/location/location/containedby,555,350,M-1,1345.9657657657658,0.20893562935494087,0.14864864864864866,0.22972972972972974,0.3207207207207207
24,/people/person/ethnicity,242,347,M-1,1050.2252066115702,0.21266743368353724,0.15289256198347106,0.23760330578512398,0.32644628099173556
25,/education/educational_institution/students_graduates./education/education/degree,247,338,M-1,185.13562753036436,0.19814654207422666,0.10526315789473684,0.19433198380566802,0.4433198380566802
26,/award/award_category/nominees./award/award_nomination/award_nominee,1301,335,1-N,1933.3970023059185,0.06179006167506365,0.0361260568793236,0.06418139892390469,0.10914681014604151
27,/award/award_ceremony/awards_presented./award/award_honor/award,280,359,M-N,190.79464285714286,0.14901787894112722,0.04642857142857143,0.12142857142857143,0.3678571428571429
